name,longitude,latitude,year,base
"Haddadus binotatus (Spix, 1824)",-40.801667,-20.550833,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.801667,-20.550833,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.521944,-20.281111,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.521944,-20.281111,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.521944,-20.281111,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.521944,-20.281111,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.521944,-20.281111,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.521944,-20.281111,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.801667,-20.550833,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.801667,-20.550833,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.521944,-20.281111,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.801667,-20.550833,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.521944,-20.281111,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.801667,-20.550833,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.801667,-20.550833,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.521944,-20.281111,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.521944,-20.281111,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.801667,-20.550833,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.521944,-20.281111,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.801667,-20.550833,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.801667,-20.550833,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.801667,-20.550833,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.521944,-20.281111,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.521944,-20.281111,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.521944,-20.281111,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.521944,-20.281111,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.521944,-20.281111,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.521944,-20.281111,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.521944,-20.281111,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.521944,-20.281111,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.521944,-20.281111,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.521944,-20.281111,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.521944,-20.281111,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.521944,-20.281111,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.521944,-20.281111,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.521944,-20.281111,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.521944,-20.281111,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.521944,-20.281111,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.521944,-20.281111,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.521944,-20.281111,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.521944,-20.281111,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.521944,-20.281111,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.521944,-20.281111,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.521944,-20.281111,2007,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2006,gbif
"Haddadus binotatus (Spix, 1824)",-40.363333,-18.126944,2006,gbif
"Haddadus binotatus (Spix, 1824)",-40.363333,-18.126944,2006,gbif
"Haddadus binotatus (Spix, 1824)",-40.363333,-18.126944,2006,gbif
"Haddadus binotatus (Spix, 1824)",-40.363333,-18.126944,2006,gbif
"Haddadus binotatus (Spix, 1824)",-40.363333,-18.126944,2006,gbif
"Haddadus binotatus (Spix, 1824)",-40.363333,-18.126944,2006,gbif
"Haddadus binotatus (Spix, 1824)",-40.363333,-18.126944,2006,gbif
"Haddadus binotatus (Spix, 1824)",-40.363333,-18.126944,2006,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2006,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2006,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2006,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2006,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2006,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2006,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2006,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2006,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2006,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2006,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2006,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2006,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2006,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2006,gbif
"Haddadus binotatus (Spix, 1824)",-45.362,-23.863,2006,gbif
"Haddadus binotatus (Spix, 1824)",-47.223,-24.552,2006,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.936389,2006,gbif
"Haddadus binotatus (Spix, 1824)",-45.67,-23.806,2006,gbif
"Haddadus binotatus (Spix, 1824)",-40.746111,-20.040556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.746111,-20.040556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.746111,-20.040556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.746111,-20.040556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.746111,-20.040556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.746111,-20.040556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.746111,-20.040556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.746111,-20.040556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.746111,-20.040556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.746111,-20.040556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.746111,-20.040556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.746111,-20.040556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.746111,-20.040556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.746111,-20.040556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.746111,-20.040556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.746111,-20.040556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.746111,-20.040556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.746111,-20.040556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.746111,-20.040556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.746111,-20.040556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.659167,-20.363333,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.746111,-20.040556,2005,gbif
"Haddadus binotatus (Spix, 1824)",-40.072222,-19.391111,2004,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2004,gbif
"Haddadus binotatus (Spix, 1824)",-40.746111,-20.040556,2004,gbif
"Haddadus binotatus (Spix, 1824)",-40.529722,-20.100556,2004,gbif
"Haddadus binotatus (Spix, 1824)",-40.746111,-20.040556,2004,gbif
"Haddadus binotatus (Spix, 1824)",-40.746111,-20.040556,2004,gbif
"Haddadus binotatus (Spix, 1824)",-40.746111,-20.040556,2004,gbif
"Haddadus binotatus (Spix, 1824)",-40.746111,-20.040556,2004,gbif
"Haddadus binotatus (Spix, 1824)",-40.746111,-20.040556,2004,gbif
"Haddadus binotatus (Spix, 1824)",-40.746111,-20.040556,2004,gbif
"Haddadus binotatus (Spix, 1824)",-40.416667,-20.266667,2004,gbif
"Haddadus binotatus (Spix, 1824)",-40.746111,-20.040556,2004,gbif
"Haddadus binotatus (Spix, 1824)",-40.746111,-20.040556,2004,gbif
"Haddadus binotatus (Spix, 1824)",-40.416667,-20.266667,2004,gbif
"Haddadus binotatus (Spix, 1824)",-40.416667,-20.266667,2004,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2003,gbif
"Haddadus binotatus (Spix, 1824)",-40.466667,-20.266667,2003,gbif
"Haddadus binotatus (Spix, 1824)",-40.466667,-20.266667,2003,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2003,gbif
"Haddadus binotatus (Spix, 1824)",-40.072222,-19.391111,2003,gbif
"Haddadus binotatus (Spix, 1824)",-40.072222,-19.391111,2003,gbif
"Haddadus binotatus (Spix, 1824)",-40.072222,-19.391111,2003,gbif
"Haddadus binotatus (Spix, 1824)",-40.42,-20.263889,2002,gbif
"Haddadus binotatus (Spix, 1824)",-40.42,-20.263889,2002,gbif
"Haddadus binotatus (Spix, 1824)",-40.42,-20.263889,2002,gbif
"Haddadus binotatus (Spix, 1824)",-40.42,-20.263889,2002,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2002,gbif
"Haddadus binotatus (Spix, 1824)",-41.366667,-21.065,2002,gbif
"Haddadus binotatus (Spix, 1824)",-40.072222,-19.391111,2001,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.936389,2001,gbif
"Haddadus binotatus (Spix, 1824)",-40.072222,-19.391111,2001,gbif
"Haddadus binotatus (Spix, 1824)",-40.645556,-20.805833,2001,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.936389,2001,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.936389,2001,gbif
"Haddadus binotatus (Spix, 1824)",-40.406667,-19.9325,2001,gbif
"Haddadus binotatus (Spix, 1824)",-40.072222,-19.391111,2001,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2001,gbif
"Haddadus binotatus (Spix, 1824)",-40.072222,-19.391111,2001,gbif
"Haddadus binotatus (Spix, 1824)",-40.072222,-19.391111,2001,gbif
"Haddadus binotatus (Spix, 1824)",-40.072222,-19.391111,2001,gbif
"Haddadus binotatus (Spix, 1824)",-40.072222,-19.391111,2001,gbif
"Haddadus binotatus (Spix, 1824)",-40.416667,-20.266667,2001,gbif
"Haddadus binotatus (Spix, 1824)",-40.072222,-19.391111,2001,gbif
"Haddadus binotatus (Spix, 1824)",-40.072222,-19.391111,2001,gbif
"Haddadus binotatus (Spix, 1824)",-40.072222,-19.391111,2001,gbif
"Haddadus binotatus (Spix, 1824)",-40.416667,-20.266667,2001,gbif
"Haddadus binotatus (Spix, 1824)",-40.466667,-20.266667,2001,gbif
"Haddadus binotatus (Spix, 1824)",-40.416667,-20.266667,2001,gbif
"Haddadus binotatus (Spix, 1824)",-40.416667,-20.266667,2001,gbif
"Haddadus binotatus (Spix, 1824)",-40.416667,-20.266667,2001,gbif
"Haddadus binotatus (Spix, 1824)",-40.416667,-20.266667,2001,gbif
"Haddadus binotatus (Spix, 1824)",-40.416667,-20.266667,2001,gbif
"Haddadus binotatus (Spix, 1824)",-40.072222,-19.391111,2001,gbif
"Haddadus binotatus (Spix, 1824)",-40.406667,-19.9325,2001,gbif
"Haddadus binotatus (Spix, 1824)",-40.406667,-19.9325,2001,gbif
"Haddadus binotatus (Spix, 1824)",-40.406667,-19.9325,2001,gbif
"Haddadus binotatus (Spix, 1824)",-40.072222,-19.391111,2001,gbif
"Haddadus binotatus (Spix, 1824)",-40.072222,-19.391111,2001,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2001,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2001,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2000,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2000,gbif
"Haddadus binotatus (Spix, 1824)",-40.533333,-19.95,2000,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,2000,gbif
"Haddadus binotatus (Spix, 1824)",-40.533333,-19.95,2000,gbif
"Haddadus binotatus (Spix, 1824)",-40.406667,-19.9325,2000,gbif
"Haddadus binotatus (Spix, 1824)",-40.406667,-19.9325,2000,gbif
"Haddadus binotatus (Spix, 1824)",-40.072222,-19.391111,2000,gbif
"Haddadus binotatus (Spix, 1824)",-40.072222,-19.391111,2000,gbif
"Haddadus binotatus (Spix, 1824)",-40.072222,-19.391111,2000,gbif
"Haddadus binotatus (Spix, 1824)",-40.072222,-19.391111,2000,gbif
"Haddadus binotatus (Spix, 1824)",-40.072222,-19.391111,2000,gbif
"Haddadus binotatus (Spix, 1824)",-40.072222,-19.391111,2000,gbif
"Haddadus binotatus (Spix, 1824)",-40.072222,-19.391111,2000,gbif
"Haddadus binotatus (Spix, 1824)",-40.072222,-19.391111,2000,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,1999,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,1999,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,1999,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,1999,gbif
"Haddadus binotatus (Spix, 1824)",-40.42,-20.263889,1999,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,1999,gbif
"Haddadus binotatus (Spix, 1824)",-40.42,-20.263889,1999,gbif
"Haddadus binotatus (Spix, 1824)",-40.42,-20.263889,1999,gbif
"Haddadus binotatus (Spix, 1824)",-40.42,-20.263889,1999,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,1999,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,1999,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,1999,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,1998,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,1998,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,1998,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,1998,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,1998,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,1998,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,1998,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,1998,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,1998,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,1998,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,1998,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,1997,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,1997,gbif
"Haddadus binotatus (Spix, 1824)",-40.273333,-19.820278,1996,gbif
"Haddadus binotatus (Spix, 1824)",-40.273333,-19.820278,1996,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,1995,gbif
"Haddadus binotatus (Spix, 1824)",-40.600278,-19.935556,1995,gbif
"Haddadus binotatus (Spix, 1824)",-40.273333,-19.820278,1995,gbif
"Haddadus binotatus (Spix, 1824)",-40.273333,-19.820278,1995,gbif
"Haddadus binotatus (Spix, 1824)",-40.273333,-19.820278,1995,gbif
"Haddadus binotatus (Spix, 1824)",-57.5788,-18.8068,1993,gbif
"Haddadus binotatus (Spix, 1824)",-40.273333,-19.820278,1992,gbif
"Haddadus binotatus (Spix, 1824)",-40.273333,-19.820278,1992,gbif
"Haddadus binotatus (Spix, 1824)",-40.273333,-19.820278,1992,gbif
"Haddadus binotatus (Spix, 1824)",-40.273333,-19.820278,1992,gbif
"Haddadus binotatus (Spix, 1824)",-40.273333,-19.820278,1992,gbif
"Haddadus binotatus (Spix, 1824)",-40.273333,-19.820278,1992,gbif
"Haddadus binotatus (Spix, 1824)",-40.273333,-19.820278,1992,gbif
